Ano,Categoria,Produto,Quantidade(L.)
1994,DERIVADOS,Base espumante moscatel,-
1994,DERIVADOS,Base Champenoise champanha,-
1994,DERIVADOS,Base Charmat champanha,-
1994,DERIVADOS,Bebida de uva,-
1994,DERIVADOS,Polpa de uva,-
1994,DERIVADOS,Mosto simples,10.972.700
1994,DERIVADOS,Mosto concentrado,335.500
1994,DERIVADOS,Mosto de uva com bagaço,-
1994,DERIVADOS,Mosto dessulfitado,-
1994,DERIVADOS,Mistelas,-
1994,DERIVADOS,Néctar de uva,-
1994,DERIVADOS,Licorosos,-
1994,DERIVADOS,Compostos,-
1994,DERIVADOS,Jeropiga,-
1994,DERIVADOS,Filtrado,-
1994,DERIVADOS,Frisante,-
1994,DERIVADOS,Vinho leve,-
1994,DERIVADOS,Vinho licoroso,-
1994,DERIVADOS,Brandy,-
1994,DERIVADOS,Destilado,-
1994,DERIVADOS,Bagaceira,-
1994,DERIVADOS,Licor de bagaceira,-
1994,DERIVADOS,Vinagre,-
1994,DERIVADOS,Borra líquida,-
1994,DERIVADOS,Borra seca,-
1994,DERIVADOS,Vinho Composto,-
1994,DERIVADOS,Pisco,-
1994,DERIVADOS,Vinho orgânico,4.745.442
1994,DERIVADOS,Espumante orgânico,-
1994,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1994,DERIVADOS,Vinho acidificado,-
1994,DERIVADOS,Mosto parcialmente fermentado,-
1994,DERIVADOS,Outros derivados,-
1995,VINHO DE MESA,-,214.788.304
1995,VINHO DE MESA,Tinto,167.174.017
1995,VINHO DE MESA,Branco,15.472.732
1995,VINHO DE MESA,Rosado,32.141.555
1995,VINHO FINO DE MESA (VINIFERA),-,47.126.229
1995,VINHO FINO DE MESA (VINIFERA),Tinto,11.924.291
1995,VINHO FINO DE MESA (VINIFERA),Branco,34.209.738
1995,VINHO FINO DE MESA (VINIFERA),Rosado,992.200
1995,SUCO,-,12.893.959
1995,SUCO,Suco de uva integral,4.123.776
1995,SUCO,Suco de uva concentrado,8.770.183
1995,SUCO,Suco de uva adoçado,-
1995,SUCO,Suco de uva orgânico,-
1995,SUCO,Suco de uva reconstituído,-
1995,DERIVADOS,-,23.637.100
1995,DERIVADOS,Espumante,-
1995,DERIVADOS,Espumante moscatel,-
1995,DERIVADOS,Base espumante,-
1995,DERIVADOS,Base espumante moscatel,-
1995,DERIVADOS,Base Champenoise champanha,-
1995,DERIVADOS,Base Charmat champanha,-
1995,DERIVADOS,Bebida de uva,-
1995,DERIVADOS,Polpa de uva,-
1995,DERIVADOS,Mosto simples,20.917.600
1995,DERIVADOS,Mosto concentrado,265.000
1995,DERIVADOS,Mosto de uva com bagaço,-
1995,DERIVADOS,Mosto dessulfitado,-
1995,DERIVADOS,Mistelas,-
1995,DERIVADOS,Néctar de uva,-
1995,DERIVADOS,Licorosos,-
1995,DERIVADOS,Compostos,-
1995,DERIVADOS,Jeropiga,-
1995,DERIVADOS,Filtrado,-
1995,DERIVADOS,Frisante,-
1995,DERIVADOS,Vinho leve,-
1995,DERIVADOS,Vinho licoroso,-
1995,DERIVADOS,Brandy,-
1995,DERIVADOS,Destilado,-
1995,DERIVADOS,Bagaceira,-
1995,DERIVADOS,Licor de bagaceira,-
1995,DERIVADOS,Vinagre,-
1995,DERIVADOS,Borra líquida,-
1995,DERIVADOS,Borra seca,-
1995,DERIVADOS,Vinho Composto,-
1995,DERIVADOS,Pisco,-
1995,DERIVADOS,Vinho orgânico,2.454.500
1995,DERIVADOS,Espumante orgânico,-
1995,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1995,DERIVADOS,Vinho acidificado,-
1995,DERIVADOS,Mosto parcialmente fermentado,-
1995,DERIVADOS,Outros derivados,-
1996,VINHO DE MESA,-,152.917.771
1996,VINHO DE MESA,Tinto,115.896.909
1996,VINHO DE MESA,Branco,24.073.622
1996,VINHO DE MESA,Rosado,12.947.240
1996,VINHO FINO DE MESA (VINIFERA),-,45.325.058
1996,VINHO FINO DE MESA (VINIFERA),Tinto,12.819.866
1996,VINHO FINO DE MESA (VINIFERA),Branco,31.893.892
1996,VINHO FINO DE MESA (VINIFERA),Rosado,611.300
1996,SUCO,-,9.189.900
1996,SUCO,Suco de uva integral,2.407.900
1996,SUCO,Suco de uva concentrado,6.782.000
1996,SUCO,Suco de uva adoçado,-
1996,SUCO,Suco de uva orgânico,-
1996,SUCO,Suco de uva reconstituído,-
1996,DERIVADOS,-,12.754.798
1996,DERIVADOS,Espumante,-
1996,DERIVADOS,Espumante moscatel,-
1996,DERIVADOS,Base espumante,-
1996,DERIVADOS,Base espumante moscatel,-
1996,DERIVADOS,Base Champenoise champanha,-
1996,DERIVADOS,Base Charmat champanha,-
1996,DERIVADOS,Bebida de uva,-
1996,DERIVADOS,Polpa de uva,-
1996,DERIVADOS,Mosto simples,12.111.372
1996,DERIVADOS,Mosto concentrado,292.000
1996,DERIVADOS,Mosto de uva com bagaço,-
1996,DERIVADOS,Mosto dessulfitado,-
1996,DERIVADOS,Mistelas,-
1996,DERIVADOS,Néctar de uva,-
1996,DERIVADOS,Licorosos,-
1996,DERIVADOS,Compostos,-
1996,DERIVADOS,Jeropiga,-
1996,DERIVADOS,Filtrado,-
1996,DERIVADOS,Frisante,-
1996,DERIVADOS,Vinho leve,-
1996,DERIVADOS,Vinho licoroso,-
1996,DERIVADOS,Brandy,-
1996,DERIVADOS,Destilado,-
1996,DERIVADOS,Bagaceira,-
1996,DERIVADOS,Licor de bagaceira,-
1996,DERIVADOS,Vinagre,-
1996,DERIVADOS,Borra líquida,-
1996,DERIVADOS,Borra seca,-
1996,DERIVADOS,Vinho Composto,-
1996,DERIVADOS,Pisco,-
1996,DERIVADOS,Vinho orgânico,351.426
1996,DERIVADOS,Espumante orgânico,-
1996,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1996,DERIVADOS,Vinho acidificado,-
1996,DERIVADOS,Mosto parcialmente fermentado,-
1996,DERIVADOS,Outros derivados,-
1997,VINHO DE MESA,-,182.816.047
1997,VINHO DE MESA,Tinto,116.458.841
1997,VINHO DE MESA,Branco,41.842.945
1997,VINHO DE MESA,Rosado,24.514.261
1997,VINHO FINO DE MESA (VINIFERA),-,46.988.414
1997,VINHO FINO DE MESA (VINIFERA),Tinto,12.590.647
1997,VINHO FINO DE MESA (VINIFERA),Branco,33.792.167
1997,VINHO FINO DE MESA (VINIFERA),Rosado,605.600
1997,SUCO,-,13.409.014
1997,SUCO,Suco de uva integral,2.884.969
1997,SUCO,Suco de uva concentrado,10.524.045
1997,SUCO,Suco de uva adoçado,-
1997,SUCO,Suco de uva orgânico,-
1997,SUCO,Suco de uva reconstituído,-
1997,DERIVADOS,-,24.553.317
1997,DERIVADOS,Espumante,-
1997,DERIVADOS,Espumante moscatel,-
1997,DERIVADOS,Base espumante,-
1997,DERIVADOS,Base espumante moscatel,-
1997,DERIVADOS,Base Champenoise champanha,-
1997,DERIVADOS,Base Charmat champanha,-
1997,DERIVADOS,Bebida de uva,-
1997,DERIVADOS,Polpa de uva,-
1997,DERIVADOS,Mosto simples,19.066.000
1997,DERIVADOS,Mosto concentrado,490.000
1997,DERIVADOS,Mosto de uva com bagaço,-
1997,DERIVADOS,Mosto dessulfitado,-
1997,DERIVADOS,Mistelas,-
1997,DERIVADOS,Néctar de uva,-
1997,DERIVADOS,Licorosos,-
1997,DERIVADOS,Compostos,-
1997,DERIVADOS,Jeropiga,-
1997,DERIVADOS,Filtrado,-
1997,DERIVADOS,Frisante,-
1997,DERIVADOS,Vinho leve,-
1997,DERIVADOS,Vinho licoroso,-
1997,DERIVADOS,Brandy,-
1997,DERIVADOS,Destilado,-
1997,DERIVADOS,Bagaceira,-
1997,DERIVADOS,Licor de bagaceira,-
1997,DERIVADOS,Vinagre,-
1997,DERIVADOS,Borra líquida,-
1997,DERIVADOS,Borra seca,-
1997,DERIVADOS,Vinho Composto,-
1997,DERIVADOS,Pisco,-
1997,DERIVADOS,Vinho orgânico,4.997.317
1997,DERIVADOS,Espumante orgânico,-
1997,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1997,DERIVADOS,Vinho acidificado,-
1997,DERIVADOS,Mosto parcialmente fermentado,-
1997,DERIVADOS,Outros derivados,-
1998,VINHO DE MESA,-,150.814.943
1998,VINHO DE MESA,Tinto,102.127.865
1998,VINHO DE MESA,Branco,32.140.249
1998,VINHO DE MESA,Rosado,16.546.829
1998,VINHO FINO DE MESA (VINIFERA),-,33.898.630
1998,VINHO FINO DE MESA (VINIFERA),Tinto,8.716.140
1998,VINHO FINO DE MESA (VINIFERA),Branco,24.384.090
1998,VINHO FINO DE MESA (VINIFERA),Rosado,798.400
1998,SUCO,-,13.904.186
1998,SUCO,Suco de uva integral,3.904.186
1998,SUCO,Suco de uva concentrado,10.000.000
1998,SUCO,Suco de uva adoçado,-
1998,SUCO,Suco de uva orgânico,-
1998,SUCO,Suco de uva reconstituído,-
1998,DERIVADOS,-,14.693.351
1998,DERIVADOS,Espumante,-
1998,DERIVADOS,Espumante moscatel,-
1998,DERIVADOS,Base espumante,-
1998,DERIVADOS,Base espumante moscatel,-
1998,DERIVADOS,Base Champenoise champanha,-
1998,DERIVADOS,Base Charmat champanha,-
1998,DERIVADOS,Bebida de uva,-
1998,DERIVADOS,Polpa de uva,-
1998,DERIVADOS,Mosto simples,11.046.570
1998,DERIVADOS,Mosto concentrado,381.000
1998,DERIVADOS,Mosto de uva com bagaço,-
1998,DERIVADOS,Mosto dessulfitado,-
1998,DERIVADOS,Mistelas,-
1998,DERIVADOS,Néctar de uva,-
1998,DERIVADOS,Licorosos,-
1998,DERIVADOS,Compostos,-
1998,DERIVADOS,Jeropiga,-
1998,DERIVADOS,Filtrado,-
1998,DERIVADOS,Frisante,-
1998,DERIVADOS,Vinho leve,-
1998,DERIVADOS,Vinho licoroso,-
1998,DERIVADOS,Brandy,-
1998,DERIVADOS,Destilado,-
1998,DERIVADOS,Bagaceira,-
1998,DERIVADOS,Licor de bagaceira,-
1998,DERIVADOS,Vinagre,-
1998,DERIVADOS,Borra líquida,-
1998,DERIVADOS,Borra seca,-
1998,DERIVADOS,Vinho Composto,-
1998,DERIVADOS,Pisco,-
1998,DERIVADOS,Vinho orgânico,3.265.781
1998,DERIVADOS,Espumante orgânico,-
1998,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1998,DERIVADOS,Vinho acidificado,-
1998,DERIVADOS,Mosto parcialmente fermentado,-
1998,DERIVADOS,Outros derivados,-
1999,VINHO DE MESA,-,226.520.776
1999,VINHO DE MESA,Tinto,168.149.414
1999,VINHO DE MESA,Branco,42.528.150
1999,VINHO DE MESA,Rosado,15.843.212
1999,VINHO FINO DE MESA (VINIFERA),-,45.830.497
1999,VINHO FINO DE MESA (VINIFERA),Tinto,14.640.657
1999,VINHO FINO DE MESA (VINIFERA),Branco,30.674.840
1999,VINHO FINO DE MESA (VINIFERA),Rosado,515.000
1999,SUCO,-,15.532.303
1999,SUCO,Suco de uva integral,4.132.303
1999,SUCO,Suco de uva concentrado,11.400.000
1999,SUCO,Suco de uva adoçado,-
1999,SUCO,Suco de uva orgânico,-
1999,SUCO,Suco de uva reconstituído,-
1999,DERIVADOS,-,23.422.306
1999,DERIVADOS,Espumante,6.900
1999,DERIVADOS,Espumante moscatel,-
1999,DERIVADOS,Base espumante,-
1999,DERIVADOS,Base espumante moscatel,-
1999,DERIVADOS,Base Champenoise champanha,-
1999,DERIVADOS,Base Charmat champanha,-
1999,DERIVADOS,Bebida de uva,-
1999,DERIVADOS,Polpa de uva,-
1999,DERIVADOS,Mosto simples,14.359.734
1999,DERIVADOS,Mosto concentrado,411.354
1999,DERIVADOS,Mosto de uva com bagaço,-
1999,DERIVADOS,Mosto dessulfitado,-
1999,DERIVADOS,Mistelas,-
1999,DERIVADOS,Néctar de uva,-
1999,DERIVADOS,Licorosos,44.740
1999,DERIVADOS,Compostos,-
1999,DERIVADOS,Jeropiga,-
1999,DERIVADOS,Filtrado,-
1999,DERIVADOS,Frisante,-
1999,DERIVADOS,Vinho leve,-
1999,DERIVADOS,Vinho licoroso,-
1999,DERIVADOS,Brandy,-
1999,DERIVADOS,Destilado,7.350
1999,DERIVADOS,Bagaceira,-
1999,DERIVADOS,Licor de bagaceira,-
1999,DERIVADOS,Vinagre,-
1999,DERIVADOS,Borra líquida,-
1999,DERIVADOS,Borra seca,-
1999,DERIVADOS,Vinho Composto,-
1999,DERIVADOS,Pisco,-
1999,DERIVADOS,Vinho orgânico,8.592.228
1999,DERIVADOS,Espumante orgânico,-
1999,DERIVADOS,Destilado alcoólico simples de bagaceira,-
1999,DERIVADOS,Vinho acidificado,-
1999,DERIVADOS,Mosto parcialmente fermentado,-
1999,DERIVADOS,Outros derivados,-
2000,VINHO DE MESA,-,273.025.576
2000,VINHO DE MESA,Tinto,208.242.670
2000,VINHO DE MESA,Branco,44.902.276
2000,VINHO DE MESA,Rosado,19.880.630
2000,VINHO FINO DE MESA (VINIFERA),-,56.209.739
2000,VINHO FINO DE MESA (VINIFERA),Tinto,18.545.613
2000,VINHO FINO DE MESA (VINIFERA),Branco,36.955.126
2000,VINHO FINO DE MESA (VINIFERA),Rosado,709.000
2000,SUCO,-,17.722.779
2000,SUCO,Suco de uva integral,3.546.779
2000,SUCO,Suco de uva concentrado,14.176.000
2000,SUCO,Suco de uva adoçado,-
2000,SUCO,Suco de uva orgânico,-
2000,SUCO,Suco de uva reconstituído,-
2000,DERIVADOS,-,25.959.016
2000,DERIVADOS,Espumante,71.410
2000,DERIVADOS,Espumante moscatel,-
2000,DERIVADOS,Base espumante,-
2000,DERIVADOS,Base espumante moscatel,-
2000,DERIVADOS,Base Champenoise champanha,-
2000,DERIVADOS,Base Charmat champanha,-
2000,DERIVADOS,Bebida de uva,-
2000,DERIVADOS,Polpa de uva,-
2000,DERIVADOS,Mosto simples,16.192.018
2000,DERIVADOS,Mosto concentrado,-
2000,DERIVADOS,Mosto de uva com bagaço,-
2000,DERIVADOS,Mosto dessulfitado,-
2000,DERIVADOS,Mistelas,33.000
2000,DERIVADOS,Néctar de uva,-
2000,DERIVADOS,Licorosos,21.000
2000,DERIVADOS,Compostos,-
2000,DERIVADOS,Jeropiga,-
2000,DERIVADOS,Filtrado,-
2000,DERIVADOS,Frisante,-
2000,DERIVADOS,Vinho leve,-
2000,DERIVADOS,Vinho licoroso,-
2000,DERIVADOS,Brandy,-
2000,DERIVADOS,Destilado,1.960
2000,DERIVADOS,Bagaceira,12.700
2000,DERIVADOS,Licor de bagaceira,-
2000,DERIVADOS,Vinagre,-
2000,DERIVADOS,Borra líquida,9.626.928
2000,DERIVADOS,Borra seca,-
2000,DERIVADOS,Vinho Composto,-
2000,DERIVADOS,Pisco,-
2000,DERIVADOS,Vinho orgânico,-
2000,DERIVADOS,Espumante orgânico,-
2000,DERIVADOS,Destilado alcoólico simples de bagaceira,-
2000,DERIVADOS,Vinho acidificado,-
2000,DERIVADOS,Mosto parcialmente fermentado,-
2000,DERIVADOS,Outros derivados,-
2001,VINHO DE MESA,-,228.932.458
2001,VINHO DE MESA,Tinto,175.267.437
2001,VINHO DE MESA,Branco,44.322.836
2001,VINHO DE MESA,Rosado,9.342.185
2001,VINHO FINO DE MESA (VINIFERA),-,34.159.277
2001,VINHO FINO DE MESA (VINIFERA),Tinto,13.587.683
2001,VINHO FINO DE MESA (VINIFERA),Branco,20.393.594
2001,VINHO FINO DE MESA (VINIFERA),Rosado,178.000
2001,SUCO,-,17.987.182
2001,SUCO,Suco de uva integral,5.196.430
2001,SUCO,Suco de uva concentrado,12.790.752
2001,SUCO,Suco de uva adoçado,-
2001,SUCO,Suco de uva orgânico,-
2001,SUCO,Suco de uva reconstituído,-
2001,DERIVADOS,-,15.498.842
2001,DERIVADOS,Espumante,-
2001,DERIVADOS,Espumante moscatel,276.099
2001,DERIVADOS,Base espumante,-
2001,DERIVADOS,Base espumante moscatel,-
2001,DERIVADOS,Base Champenoise champanha,-
2001,DERIVADOS,Base Charmat champanha,-
2001,DERIVADOS,Bebida de uva,-
2001,DERIVADOS,Polpa de uva,-
2001,DERIVADOS,Mosto simples,6.977.231
2001,DERIVADOS,Mosto concentrado,-
2001,DERIVADOS,Mosto de uva com bagaço,-
2001,DERIVADOS,Mosto dessulfitado,-
2001,DERIVADOS,Mistelas,15.000
2001,DERIVADOS,Néctar de uva,-
2001,DERIVADOS,Licorosos,4.000
2001,DERIVADOS,Compostos,-
2001,DERIVADOS,Jeropiga,-
2001,DERIVADOS,Filtrado,-
2001,DERIVADOS,Frisante,-
2001,DERIVADOS,Vinho leve,-
2001,DERIVADOS,Vinho licoroso,-
2001,DERIVADOS,Brandy,-
2001,DERIVADOS,Destilado,-
2001,DERIVADOS,Bagaceira,10.350
2001,DERIVADOS,Licor de bagaceira,-
2001,DERIVADOS,Vinagre,-
2001,DERIVADOS,Borra líquida,8.216.162
2001,DERIVADOS,Borra seca,-
2001,DERIVADOS,Vinho Composto,-
2001,DERIVADOS,Pisco,-
2001,DERIVADOS,Vinho orgânico,-
2001,DERIVADOS,Espumante orgânico,-
2001,DERIVADOS,Destilado alcoólico simples de bagaceira,-
2001,DERIVADOS,Vinho acidificado,-
2001,DERIVADOS,Mosto parcialmente fermentado,-
2001,DERIVADOS,Outros derivados,-
2002,VINHO DE MESA,-,259.589.740
2002,VINHO DE MESA,Tinto,215.892.333
2002,VINHO DE MESA,Branco,35.329.657
2002,VINHO DE MESA,Rosado,8.367.750
2002,VINHO FINO DE MESA (VINIFERA),-,31.655.226
2002,VINHO FINO DE MESA (VINIFERA),Tinto,13.619.033
2002,VINHO FINO DE MESA (VINIFERA),Branco,17.911.689
2002,VINHO FINO DE MESA (VINIFERA),Rosado,124.504
2002,SUCO,-,20.228.691
2002,SUCO,Suco de uva integral,5.505.889
2002,SUCO,Suco de uva concentrado,14.722.802
2002,SUCO,Suco de uva adoçado,-
2002,SUCO,Suco de uva orgânico,-
2002,SUCO,Suco de uva reconstituído,-
2002,DERIVADOS,-,28.122.348
2002,DERIVADOS,Espumante,-
2002,DERIVADOS,Espumante moscatel,-
2002,DERIVADOS,Base espumante,-
2002,DERIVADOS,Base espumante moscatel,-
2002,DERIVADOS,Base Champenoise champanha,-
2002,DERIVADOS,Base Charmat champanha,-
2002,DERIVADOS,Bebida de uva,-
2002,DERIVADOS,Polpa de uva,-
2002,DERIVADOS,Mosto simples,12.875.000
2002,DERIVADOS,Mosto concentrado,-
2002,DERIVADOS,Mosto de uva com bagaço,-
2002,DERIVADOS,Mosto dessulfitado,-
2002,DERIVADOS,Mistelas,-
2002,DERIVADOS,Néctar de uva,-
2002,DERIVADOS,Licorosos,-
2002,DERIVADOS,Compostos,-
2002,DERIVADOS,Jeropiga,-
2002,DERIVADOS,Filtrado,-
2002,DERIVADOS,Frisante,-
2002,DERIVADOS,Vinho leve,-
2002,DERIVADOS,Vinho licoroso,-
2002,DERIVADOS,Brandy,-
2002,DERIVADOS,Destilado,-
2002,DERIVADOS,Bagaceira,-
2002,DERIVADOS,Licor de bagaceira,-
2002,DERIVADOS,Vinagre,-
2002,DERIVADOS,Borra líquida,8.541.861
2002,DERIVADOS,Borra seca,-
2002,DERIVADOS,Vinho Composto,-
2002,DERIVADOS,Pisco,-
2002,DERIVADOS,Vinho orgânico,6.705.487
2002,DERIVADOS,Espumante orgânico,-
2002,DERIVADOS,Destilado alcoólico simples de bagaceira,-
2002,DERIVADOS,Vinho acidificado,-
2002,DERIVADOS,Mosto parcialmente fermentado,-
2002,DERIVADOS,Outros derivados,-
2003,VINHO DE MESA,-,202.545.724
2003,VINHO DE MESA,Tinto,155.513.687
2003,VINHO DE MESA,Branco,40.861.639
2003,VINHO DE MESA,Rosado,6.170.398
2003,VINHO FINO DE MESA (VINIFERA),-,29.551.457
2003,VINHO FINO DE MESA (VINIFERA),Tinto,15.357.576
2003,VINHO FINO DE MESA (VINIFERA),Branco,14.058.481
2003,VINHO FINO DE MESA (VINIFERA),Rosado,135.400
2003,SUCO,-,12.420.745
2003,SUCO,Suco de uva integral,1.372.381
2003,SUCO,Suco de uva concentrado,11.048.364
2003,SUCO,Suco de uva adoçado,-
2003,SUCO,Suco de uva orgânico,-
2003,SUCO,Suco de uva reconstituído,-
2003,DERIVADOS,-,24.108.352
2003,DERIVADOS,Espumante,-
2003,DERIVADOS,Espumante moscatel,147.600
2003,DERIVADOS,Base espumante,-
2003,DERIVADOS,Base espumante moscatel,-
2003,DERIVADOS,Base Champenoise champanha,-
2003,DERIVADOS,Base Charmat champanha,-
2003,DERIVADOS,Bebida de uva,-
2003,DERIVADOS,Polpa de uva,-
2003,DERIVADOS,Mosto simples,13.172.480
2003,DERIVADOS,Mosto concentrado,-
2003,DERIVADOS,Mosto de uva com bagaço,-
2003,DERIVADOS,Mosto dessulfitado,-
2003,DERIVADOS,Mistelas,5.500
2003,DERIVADOS,Néctar de uva,-
2003,DERIVADOS,Licorosos,34.420
2003,DERIVADOS,Compostos,-
2003,DERIVADOS,Jeropiga,-
2003,DERIVADOS,Filtrado,-
2003,DERIVADOS,Frisante,-
2003,DERIVADOS,Vinho leve,11.000
2003,DERIVADOS,Vinho licoroso,-
2003,DERIVADOS,Brandy,-
2003,DERIVADOS,Destilado,-
2003,DERIVADOS,Bagaceira,26.800
2003,DERIVADOS,Licor de bagaceira,-
2003,DERIVADOS,Vinagre,-
2003,DERIVADOS,Borra líquida,3.126.172
2003,DERIVADOS,Borra seca,-
2003,DERIVADOS,Vinho Composto,-
2003,DERIVADOS,Pisco,-
2003,DERIVADOS,Vinho orgânico,7.584.380
2003,DERIVADOS,Espumante orgânico,-
2003,DERIVADOS,Destilado alcoólico simples de bagaceira,-
2003,DERIVADOS,Vinho acidificado,-
2003,DERIVADOS,Mosto parcialmente fermentado,-
2003,DERIVADOS,Outros derivados,-
2004,VINHO DE MESA,-,313.962.284
2004,VINHO DE MESA,Tinto,254.172.425
2004,VINHO DE MESA,Branco,51.719.967
2004,VINHO DE MESA,Rosado,8.069.892
2004,VINHO FINO DE MESA (VINIFERA),-,42.902.608
2004,VINHO FINO DE MESA (VINIFERA),Tinto,23.062.182
2004,VINHO FINO DE MESA (VINIFERA),Branco,19.803.647
2004,VINHO FINO DE MESA (VINIFERA),Rosado,36.779
2004,SUCO,-,24.078.112
2004,SUCO,Suco de uva integral,6.222.380
2004,SUCO,Suco de uva concentrado,17.855.732
2004,SUCO,Suco de uva adoçado,-
2004,SUCO,Suco de uva orgânico,-
2004,SUCO,Suco de uva reconstituído,-
2004,DERIVADOS,-,28.471.858
2004,DERIVADOS,Espumante,3.999
2004,DERIVADOS,Espumante moscatel,204.000
2004,DERIVADOS,Base espumante,-
2004,DERIVADOS,Base espumante moscatel,98.900
2004,DERIVADOS,Base Champenoise champanha,-
2004,DERIVADOS,Base Charmat champanha,-
2004,DERIVADOS,Bebida de uva,-
2004,DERIVADOS,Polpa de uva,890.562
2004,DERIVADOS,Mosto simples,26.067.525
2004,DERIVADOS,Mosto concentrado,-
2004,DERIVADOS,Mosto de uva com bagaço,-
2004,DERIVADOS,Mosto dessulfitado,-
2004,DERIVADOS,Mistelas,11.500
2004,DERIVADOS,Néctar de uva,-
2004,DERIVADOS,Licorosos,-
2004,DERIVADOS,Compostos,-
2004,DERIVADOS,Jeropiga,-
2004,DERIVADOS,Filtrado,-
2004,DERIVADOS,Frisante,-
2004,DERIVADOS,Vinho leve,6.000
2004,DERIVADOS,Vinho licoroso,77.800
2004,DERIVADOS,Brandy,-
2004,DERIVADOS,Destilado,1.000
2004,DERIVADOS,Bagaceira,66.082
2004,DERIVADOS,Licor de bagaceira,-
2004,DERIVADOS,Vinagre,-
2004,DERIVADOS,Borra líquida,1.044.490
2004,DERIVADOS,Borra seca,-
2004,DERIVADOS,Vinho Composto,-
2004,DERIVADOS,Pisco,-
2004,DERIVADOS,Vinho orgânico,-
2004,DERIVADOS,Espumante orgânico,-
2004,DERIVADOS,Destilado alcoólico simples de bagaceira,-
2004,DERIVADOS,Vinho acidificado,-
2004,DERIVADOS,Mosto parcialmente fermentado,-
2004,DERIVADOS,Outros derivados,-
2005,VINHO DE MESA,-,226.080.432
2005,VINHO DE MESA,Tinto,180.698.666
2005,VINHO DE MESA,Branco,39.212.146
2005,VINHO DE MESA,Rosado,6.169.620
2005,VINHO FINO DE MESA (VINIFERA),-,45.453.898
2005,VINHO FINO DE MESA (VINIFERA),Tinto,25.409.805
2005,VINHO FINO DE MESA (VINIFERA),Branco,20.012.363
2005,VINHO FINO DE MESA (VINIFERA),Rosado,31.730
2005,SUCO,-,27.960.596
2005,SUCO,Suco de uva integral,7.103.175
2005,SUCO,Suco de uva concentrado,19.513.244
2005,SUCO,Suco de uva adoçado,1.344.177
2005,SUCO,Suco de uva orgânico,-
2005,SUCO,Suco de uva reconstituído,-
2005,DERIVADOS,-,25.541.605
2005,DERIVADOS,Espumante,1.920
2005,DERIVADOS,Espumante moscatel,514.480
2005,DERIVADOS,Base espumante,239.000
2005,DERIVADOS,Base espumante moscatel,212.400
2005,DERIVADOS,Base Champenoise champanha,-
2005,DERIVADOS,Base Charmat champanha,-
2005,DERIVADOS,Bebida de uva,-
2005,DERIVADOS,Polpa de uva,1.350.672
2005,DERIVADOS,Mosto simples,22.429.791
2005,DERIVADOS,Mosto concentrado,83.116
2005,DERIVADOS,Mosto de uva com bagaço,-
2005,DERIVADOS,Mosto dessulfitado,-
2005,DERIVADOS,Mistelas,9.960
2005,DERIVADOS,Néctar de uva,-
2005,DERIVADOS,Licorosos,-
2005,DERIVADOS,Compostos,-
2005,DERIVADOS,Jeropiga,-
2005,DERIVADOS,Filtrado,-
2005,DERIVADOS,Frisante,-
2005,DERIVADOS,Vinho leve,16.500
2005,DERIVADOS,Vinho licoroso,125.700
2005,DERIVADOS,Brandy,-
2005,DERIVADOS,Destilado,-
2005,DERIVADOS,Bagaceira,32.050
2005,DERIVADOS,Licor de bagaceira,-
2005,DERIVADOS,Vinagre,-
2005,DERIVADOS,Borra líquida,526.016
2005,DERIVADOS,Borra seca,-
2005,DERIVADOS,Vinho Composto,-
2005,DERIVADOS,Pisco,-
2005,DERIVADOS,Vinho orgânico,-
2005,DERIVADOS,Espumante orgânico,-
2005,DERIVADOS,Destilado alcoólico simples de bagaceira,-
2005,DERIVADOS,Vinho acidificado,-
2005,DERIVADOS,Mosto parcialmente fermentado,-
2005,DERIVADOS,Outros derivados,-
2006,VINHO DE MESA,-,185.100.887
2006,VINHO DE MESA,Tinto,149.552.555
2006,VINHO DE MESA,Branco,31.738.390
2006,VINHO DE MESA,Rosado,3.809.942
2006,VINHO FINO DE MESA (VINIFERA),-,32.168.977
2006,VINHO FINO DE MESA (VINIFERA),Tinto,18.868.108
2006,VINHO FINO DE MESA (VINIFERA),Branco,13.249.969
2006,VINHO FINO DE MESA (VINIFERA),Rosado,50.900
2006,SUCO,-,31.361.096
2006,SUCO,Suco de uva integral,13.946.491
2006,SUCO,Suco de uva concentrado,17.414.605
2006,SUCO,Suco de uva adoçado,-
2006,SUCO,Suco de uva orgânico,-
2006,SUCO,Suco de uva reconstituído,-
2006,DERIVADOS,-,27.752.531
2006,DERIVADOS,Espumante,26.600
2006,DERIVADOS,Espumante moscatel,320.514
2006,DERIVADOS,Base espumante,-
2006,DERIVADOS,Base espumante moscatel,362.589
2006,DERIVADOS,Base Champenoise champanha,-
2006,DERIVADOS,Base Charmat champanha,-
2006,DERIVADOS,Bebida de uva,-
2006,DERIVADOS,Polpa de uva,1.006.000
2006,DERIVADOS,Mosto simples,25.903.812
2006,DERIVADOS,Mosto concentrado,-
2006,DERIVADOS,Mosto de uva com bagaço,-
2006,DERIVADOS,Mosto dessulfitado,-
2006,DERIVADOS,Mistelas,-
